region,year,month,mean_relative_pct,median_relative_pct,p_worse,n_pairs
kara,2015,8,7.035910810616145,0.21078129181997252,0.5161290322580645,31
kara,2015,9,33.210111530566444,-5.351475370065639,0.4666666666666667,30
kara,2015,10,20.12640610132384,14.444460464816478,0.6785714285714286,28
kara,2016,7,0.2555927183601728,1.7805707037425345,0.5161290322580645,31
kara,2016,8,-0.460238768830392,-5.103491121570325,0.45161290322580644,31
kara,2016,9,5.360963005910277,-6.668591658888162,0.4666666666666667,30
kara,2016,10,20.332798075972356,5.994298618190264,0.5714285714285714,28
kara,2017,7,3.2485723652543164,3.656481776370568,0.5483870967741935,31
kara,2017,8,-5.243056691488324,-6.589163445728197,0.3870967741935484,31
kara,2017,9,23.628413389137844,3.3811918091019355,0.5666666666666667,30
kara,2017,10,1.8834236259217945,0.4635548512891441,0.5,28
kara,2018,7,-7.510896220328582,-7.551755123381454,0.2903225806451613,31
kara,2018,8,13.66693917772756,-7.891741392333773,0.45161290322580644,31
kara,2018,9,10.774782788874784,8.630301327779055,0.5333333333333333,30
kara,2018,10,21.76815617809076,4.971967359446305,0.5714285714285714,28
kara,2019,7,-3.8431931926554057,-4.504159488444093,0.2903225806451613,31
kara,2019,8,0.2656404350327747,2.2584292293301056,0.5483870967741935,31
kara,2019,9,21.04670111024988,26.63521145266191,0.5666666666666667,30
kara,2019,10,14.15686574433128,13.825104637593343,0.5714285714285714,28
kara,2020,7,-5.757207811529918,-9.22975727329881,0.3870967741935484,31
kara,2020,8,5.94579529572189,-9.876907165766147,0.45161290322580644,31
kara,2020,9,14.44785932816468,4.165714459906756,0.5333333333333333,30
kara,2020,10,23.189910543564903,5.398838980473597,0.6428571428571429,28
kara,2021,7,-0.43352151096573555,-1.0158174834534073,0.45161290322580644,31
kara,2021,8,-0.9294198228850766,-5.667413308486657,0.3225806451612903,31
kara,2021,9,0.13072364110193313,-7.78498726020973,0.43333333333333335,30
kara,2021,10,18.51620870715447,3.913746477524682,0.5357142857142857,28
kara,2022,7,0.2820747412651029,-1.5214903308529815,0.41935483870967744,31
kara,2022,8,-5.351150929019872,-5.538450731629807,0.41935483870967744,31
kara,2022,9,19.350793165498995,8.256666671580891,0.5333333333333333,30
kara,2022,10,14.173941903511823,16.21145019842082,0.6071428571428571,28
kara,2023,7,0.6286273394401805,-0.3934410788222764,0.4838709677419355,31
kara,2023,8,1.9922870976487395,1.9755348326195854,0.5806451612903226,31
kara,2023,9,8.045630552908397,10.284632113560532,0.5666666666666667,30
kara,2023,10,2.9929910733422274,1.4854390959599506,0.5357142857142857,28
kara,2024,7,-6.426455204696642,-8.390116961544114,0.25806451612903225,31
kara,2024,8,3.6713280325698996,-5.8731656819973495,0.4838709677419355,31
kara,2024,9,7.948322447598125,-12.675831845660241,0.4,30
kara,2024,10,20.68977456593938,15.93165680956583,0.6071428571428571,28
laptev,2015,7,-1.7332183407113726,-0.06896016797138804,0.4838709677419355,31
laptev,2015,8,0.6845999642992272,-0.8683249282875893,0.4838709677419355,31
laptev,2015,9,23.568515922318227,3.855035941221485,0.5666666666666667,30
laptev,2015,10,2.8715842987579676,-0.4190244547614408,0.5,28
laptev,2016,7,1.2359395278622178,-0.07784192945455848,0.4838709677419355,31
laptev,2016,8,0.8148435351178227,-4.745863288869579,0.41935483870967744,31
laptev,2016,9,2.6458593738530296,1.7232114961942768,0.6,30
laptev,2016,10,1.0889251193700313,-1.1916326731046145,0.4642857142857143,28
laptev,2017,7,1.0047478980090758,-0.398402862155689,0.45161290322580644,31
laptev,2017,8,0.6724560159036811,0.3538323075596539,0.5161290322580645,31
laptev,2017,9,1.4301671944963326,-4.723244095551104,0.4,30
laptev,2017,10,1.2236885887844806,3.950217718746518,0.5714285714285714,28
laptev,2018,7,0.4889057597716442,1.2934640168435596,0.5483870967741935,31
laptev,2018,8,-5.4609077329475815,-11.943781585443347,0.25806451612903225,31
laptev,2018,9,12.063233208651884,4.9333454217740496,0.5666666666666667,30
laptev,2018,10,28.202322151672366,13.82923269376014,0.6428571428571429,28
laptev,2019,7,0.7251621565398773,0.08856745395604548,0.5161290322580645,31
laptev,2019,8,-3.0637597172052193,-3.2432471301689803,0.4838709677419355,31
laptev,2019,9,13.932381312474401,10.690067034586814,0.5666666666666667,30
laptev,2019,10,9.664244812350761,4.8588883703383985,0.6428571428571429,28
laptev,2020,7,-6.05169643531386,-10.996083094512832,0.25806451612903225,31
laptev,2020,8,5.862524605807831,-6.5896791513637805,0.4838709677419355,31
laptev,2020,9,5.484157513010837,1.060274233509384,0.5666666666666667,30
laptev,2020,10,23.129435867743876,18.52007053362109,0.6428571428571429,28
laptev,2021,7,-0.581770697013178,-4.207392272338373,0.45161290322580644,31
laptev,2021,8,4.200838424830878,-16.261599462223042,0.3225806451612903,31
laptev,2021,9,24.19445474156383,-0.3578344095934549,0.4666666666666667,30
laptev,2021,10,9.708817200840482,1.2041690129158455,0.6071428571428571,28
laptev,2022,7,1.752823927797279,-2.0656503665516857,0.45161290322580644,31
laptev,2022,8,0.9746045726441733,0.80627199990011,0.5161290322580645,31
laptev,2022,9,0.07040091983004017,-1.0427883939065685,0.4666666666666667,30
laptev,2022,10,1.7413851605596995,4.608534942791542,0.5357142857142857,28
laptev,2023,7,1.4975978391575306,0.811830432511873,0.5161290322580645,31
laptev,2023,8,0.397693224317558,-0.2929667656173418,0.45161290322580644,31
laptev,2023,9,1.5897606462479523,4.181368956429887,0.5333333333333333,30
laptev,2023,10,2.5048378115576644,-1.7725006397525056,0.4642857142857143,28
laptev,2024,7,-0.4504511774913727,-2.9869471843438355,0.45161290322580644,31
laptev,2024,8,0.5310702383858277,-1.320954292961729,0.3870967741935484,31
laptev,2024,9,1.1656551871904945,2.225907999621579,0.6,30
laptev,2024,10,3.71251829088835,4.010615680671092,0.5714285714285714,28
