horizon,n_decisions,always_now_risk,model_rule_risk,climate_rule_risk,oracle_risk,model_improvement_pct,climate_improvement_pct,oracle_improvement_pct,oracle_capture_pct,direction_accuracy,mean_regret,delay_choice_rate,cluster_ci_low,cluster_ci_high,year_min_improvement_pct,year_max_improvement_pct,positive_year_share,positive_region_year_share
3,1440,0.4887280580856257,0.4679770457713267,0.4862552750946367,0.45095927184349033,0.04245922035984967,0.005059629685831922,0.07727975837949176,0.5494222711120349,0.7069444444444445,0.017017773927836273,0.46597222222222223,0.03880068182618665,0.04655327382440997,0.03880068182618665,0.04655327382440997,1.0,1.0
7,1392,0.48294167915160274,0.4527051378391608,0.47130094630545494,0.4367492368122891,0.06260909467486706,0.02410380662650076,0.09564807581002575,0.6545776707439463,0.7298850574712644,0.01595590102687161,0.5150862068965517,0.058283053568820846,0.06837724095582692,0.058283053568820846,0.06837724095582692,1.0,1.0
