horizon,test_years,mean_skill_vs_persistence,min_skill_vs_persistence,positive_skill_year_share,mean_decision_improvement_pct,min_decision_improvement_pct,max_decision_improvement_pct,positive_decision_year_share,mean_oracle_capture_pct,mean_direction_accuracy
3,5,0.30480419618548366,0.22165784993663784,1.0,0.056159882872351054,0.039560084572894665,0.08988121099777867,1.0,0.6082813158723779,0.7154166666666667
7,5,0.39102979532402393,0.26706413390142425,1.0,0.07433053382814163,0.05419089137556204,0.12044935164835316,1.0,0.64513634088535,0.7176724137931034
