region,nearest_sar,sar_dist_km,PRGI,S_amplify
kara,Dikson,175.16381668279945,0.0,1.0
laptev,Tiksi,510.74479157807684,0.18457465263012807,1.1845746526301282
east_siberian,Pevek,418.97270349745855,0.03162117249576426,1.0316211724957642
chukchi,Provideniya,672.3733115642008,0.45395551927366795,1.453955519273668
