datetime,n_sec,latitude,longitude,temp_c,rh,wspd,wspd_max,wdir,pres_hpa,heading,sog_ms,cog_deg,qc_bad_temp,qc_bad_wspd,qc_bad_pres,wspd_zero_frac,cruise_year,t2m_C,wind_ms,siconc,d2m_C,era5_lat,era5_lon,era5_region
2020-08-04 17:00:00,3593,67.67001816666667,-168.96015616666665,,98.7,5.7,15.4,137.07684187317994,1007.05,279.6777746657527,0.016864276418847,301.8362413352111,1.0,0.0,0.0,0.0,2020,4.528472900390625,4.5211052894592285,0.0,3.766021728515625,67.75,191.0,chukchi
2020-08-04 18:00:00,3595,67.71691816666666,-168.8117585,25.265,98.4,10.2,15.4,187.6453510570319,1007.2,45.27537786243904,5.973803563545652,48.667257522904315,0.1521557719054242,0.0,0.0,0.0,2020,4.653472900390625,4.597102165222168,0.0,3.838287353515625,67.75,191.25,chukchi
2020-08-04 19:00:00,3592,67.78336416666667,-168.60171016666666,,98.5,7.3,13.7,162.0567202342837,1007.23,6.320807795952058,2.9714588607942227,50.34021115490411,0.446826280623608,0.0,0.0,0.0,2020,4.782379150390625,4.69523811340332,0.0,3.918365478515625,67.75,191.5,chukchi
2020-08-04 20:00:00,3592,67.89801733333334,-168.23494075000002,,98.5,7.0,13.9,158.47762610139543,1007.14,48.277343307989334,1.7274518493969917,55.56724914969923,0.6951559020044543,0.0,0.0,0.0,2020,5.686676025390625,5.417113780975342,0.0,4.037506103515625,68.0,191.75,chukchi
2020-08-04 21:00:00,3595,67.95860983333334,-168.04041666666666,,98.4,9.1,14.0,186.15121416103003,1007.11,50.56936609195429,5.676391364442165,50.061877030350615,1.0,0.0,0.0,0.0,2020,5.753570556640625,3.622467041015625,0.0,4.328277587890625,68.0,192.0,chukchi
2020-08-04 22:00:00,3594,68.01301733333334,-167.86720341666663,,97.35,5.3,11.1,134.00815282455287,1007.05,337.85571511498927,0.0102958434811037,42.37948470406228,1.0,0.0,0.0,0.0,2020,5.927398681640625,3.8286986351013184,0.0,4.078277587890625,68.0,192.25,chukchi
2020-08-04 23:00:00,3594,68.08584875,-167.63183516666663,,88.9,9.4,14.4,205.63382319334931,1007.0,52.84351438039704,4.8914189610259005,50.77229205638109,0.9574290484140232,0.0,0.0,0.0,2020,5.927398681640625,3.8286986351013184,0.0,4.078277587890625,68.0,192.25,chukchi
2020-08-05 00:00:00,3590,68.14935391666666,-167.42738574999998,,87.5,8.7,11.7,176.52042746279844,1007.0,51.739549668523125,5.577547607817835,47.82078887410043,0.9618384401114206,0.0,0.0,0.0,2020,6.743804931640625,4.665113925933838,0.0,3.707183837890625,68.25,192.5,chukchi
2020-08-05 01:00:00,3588,68.24198299999999,-167.12179366666666,,82.5,5.7,12.6,149.3341822319344,1006.79,55.13572954990926,0.0208893437409753,47.21022482793306,0.9130434782608696,0.0,0.0,0.0,2020,7.025054931640625,4.8359880447387695,0.0,3.877105712890625,68.25,193.0,chukchi
2020-08-05 02:00:00,3595,68.256077,-167.26422599999998,,87.8,15.5,28.3,142.04032455349395,1012.32,296.392317517761,5.693707821744088,287.8490895312248,0.9830319888734352,0.0,0.0,0.0,2020,6.886383056640625,4.838894844055176,0.0,3.742340087890625,68.25,192.75,chukchi
2020-08-05 03:00:00,3595,68.30721766666667,-167.74637333333334,,94.9,15.6,28.5,145.8178321731842,1013.39,285.26060870916416,5.711853962868015,285.66586336247497,1.0,0.0,0.0,0.0,2020,6.044097900390625,3.1240105628967285,0.0,4.286773681640625,68.25,192.25,chukchi
2020-08-05 04:00:00,3592,68.3578575,-168.2284418333333,,97.7,14.9,27.1,140.94311333701114,1012.7,284.35430427135816,5.67644307779866,285.74732001960547,1.0,0.0,0.0,0.0,2020,5.749176025390625,3.141190767288208,0.0,4.157867431640625,68.25,191.75,chukchi
2020-08-05 05:00:00,3594,68.40647233333334,-168.69974658333334,,98.4,13.5,24.8,120.47857558827276,1011.32,284.2236809489298,5.506472296305763,289.297299844166,1.0,0.0,0.0,0.0,2020,6.014801025390625,4.348978042602539,0.0,4.321929931640625,68.5,191.25,chukchi
2020-08-05 06:00:00,3583,68.49497416666667,-168.798443,,98.7,9.6,19.2,164.16113321555528,1009.66,359.61910033476966,5.7101639606760815,3.0939661992381975,0.9997209042701648,0.0005581914596706,0.0002790957298353,0.0,2020,6.014801025390625,4.348978042602539,0.0,4.321929931640625,68.5,191.25,chukchi
2020-08-05 07:00:00,3593,68.68063216666665,-168.76073250000002,,96.7,11.0,18.8,170.66112660715504,1008.9,5.43580472489366,5.816913512040636,4.06644124964948,1.0,0.0,0.0,0.0,2020,6.407379150390625,5.298980712890625,0.0,4.118804931640625,68.75,191.25,chukchi
2020-08-05 08:00:00,3596,68.8668475,-168.72611925,,92.7,12.6,23.1,169.7853091983312,1008.52,5.276125338091372,5.668043939507935,4.0385376594788465,1.0,0.0,0.0,0.0,2020,6.407379150390625,5.298980712890625,0.0,4.118804931640625,68.75,191.25,chukchi
2020-08-05 09:00:00,3593,69.0498025,-168.69051350000004,,97.9,14.1,25.9,183.79628812728492,1005.61,6.474673060018866,5.722664680009702,4.21282989677332,1.0,0.0,0.0,0.0,2020,6.195220947265625,3.009888172149658,0.0,2.900543212890625,69.0,191.25,chukchi
